other_links.entity_id,Full Name,Full name (vernacular),First name,Last name,Title (same as alias?),Alias,VIAF ID,Old Occupation data from Kircher DB,expertise/interests,expertise/interests major fields,office/position,Communities,Religion,Gender,Language(s),Published/circulated author?,Publication details,Spouse Name,"Location born (city, country)",birthdate,"Location died (city, country)",deathdate,Biographical notes,comments
46923.0,"Bindi, Giambattista",Giambattista Bindi,Giambattista,Bindi,,,,,medicine,natural philosophy,physician,professional,,male,latin:1,,,,,,,,Is he a physician?,
46924.0,"Blaew, Hans",Hans Blaew,Hans,Blaew,different last name Black?,,,,,,,,,male,latin:1,,,,,,,,,
46925.0,"Blume, Heinrich Julius von",Heinrich Julius von Blume,Heinrich Julius von,Blume,,,,archivist of Duke August of Brunswick-L,,,archivist,"secular_official,professional",Catholic convert,male,latin:11,Yes,"Calixt, Georg, and Heinrich Julius von Blume. Viri Plurimum Reverendi, Excellentißimi, Dn. Georgii Calixti ... Exeritatio De Missis Solitariis Contra Pontificios Instituta. Accessit Henrici Ivlii Blvmen Hannoverani Defensio Adversvs Iohannem Mvlmannvm e Soc. Iesu Professorem Monasteriensem. Francofurti Ad Moenum: Hu_ttnerus, 1650; Conring, Hermann (Gelehrter), and Heinrich Julius von Blume (respondent). De constitutione episcoporum Germaniae. Helmaestadi: (Mu_ller), 1647.",,,,,,,
46926.0,"Boccone, Paolo",Paolo Boccone,Paolo,Boccone,,,1.2293491E7,"botanist, Cistercian",botany,natural philosophy,Cistercian,clergy,Catholic,male,italian:1,Yes,"Icones & descriptiones rariorum plantarum Siciliæ, Melitæ, Galliæ, & Italiæ quarum unaquæque proprio charactere signata, ab aliis ejusdem classis facile distinguitur. [Oxonii]: E Theatro Sheldoniano, 1674; Museo di fisica e di esperienze variato, e decorato di osservazioni naturali, note medicinali, e ragionamenti secondo i principii de' moderni. Venetia: I.B. Zuccato, 1697; Museo di piante rare della Sicilia, Malta, Corsica, Italia, Piemonte, e Germania ... con l'Appendix ad libros de plantis Andreæ Cœsalpini, e varie observazioni curiose con sue figure in rame. Venetia: I.B. Zuccato, 1697. ",,"Palermo, Italy",1633-04-24,"Altofonte, Italy",1704-12-22,"court botanist to Ferdinando II de Medici and Cosimo III, Charles Plumier studied under him in Rome, Pietro Castelli was his teacher",
46927.0,"Bockelmann, Daniel",Daniel Bockelmann,Daniel,Bockelmann,,Bockelman,,,,,priest,clergy,,male,latin:1,,,,,,,,priest in Wijhe. I assume Protestant or convert. ,
46928.0,"Bömeburg, Johann Christian von",Johann Christian von Bömeburg,Johann Christian von,Bömeburg,wrong name it is Boineburg,"Boineburg, Boyneburg",,Baron,,,baron,titled_nobility,Catholic convert,male,latin:2;dutch:1,Yes,"De Jure coronandi pro electore Moguntino dissertatio, Moguntiae, 1655.",,"Eisenach, Germany",1622-4-12,"Mainz, Germany",1672-12-8,,
46929.0,"Boissin, Claude",Claude Boissin,Claude,Boissin,,,,Chancellor of the Monte Comune of Florence,,,,secular_offical,Catholic,male,italian:1,,? De valore Floreni aurei Florentini commentarius: ex codice autographo prima vice in publicum profertur. 1752. ,,,,,,,
46930.0,"Bolland, Jean",Jean Bolland (Johannes Bolland),Jean,Bolland,,,,Jesuit (S.J.),hagiography,religious/morality,jesuit,clergy,Catholic,male,latin:1,Yes,"Imago primi sæcvli Societatis Iesv a Provincia Flandro-Belgica eivsdem Societatis repræsentata. Antverpiæ: ex officina Plantiniani Balthasaris Moreti, 1640; Acta sanctorvm quotquot toto orbe coluntur, vel a_ catholicis scriptoribus celebrantur. Antverpiæ: apvd Ioannem Mevrsivm, 1643.",,,,,,,
46931.0,"Bollius, Johannes",Johannes Bollius,Johannes,Bollius,,,,,,,,,,male,latin:1,,,,,,,,Dutch protestant?,
46932.0,"Bonamour, David Bartholomé",David Bartholomé Bonamour,David Bartholomé,Bonamour,,,,Jesuit (S.J.),,,jesuit,clergy,Catholic,male,greek:1,,,,,,,,,
46934.0,"Borges (Bürgin), Onuphrius",Onuphrius Borges (Bürgin),Onuphrius,Borges (Bürgin),,,,Jesuit (S.J.),,,jesuit,clergy,Catholic,male,latin:1,,,,,,,,,
46935.0,"Bourdin, Pierre",Pierre Bourdin,Pierre,Bourdin,,,,Jesuit (S.J.),,,jesuit,clergy,Catholic,male,latin:1,,,,,,,,,
46940.0,"Brignone, Niccolò",Niccolò Brignone,Niccolò,Brignone,,,,,,,,,,male,italian:1,,,,,,,,,
46942.0,"Brouzet, Louis",Louis Brouzet,Louis,Brouzet,,,,Jesuit (S.J.),,,jesuit,clergy,Catholic,male,,,,,,,,,,
46943.0,"Brun, Claude Simon",Claude Simon Brun,Claude Simon,Brun,,,,Jesuit (S.J.),,,jesuit,clergy,Catholic,male,latin:1,,,,,,,,Is this Claude Le Brun de La Rochett?,
46945.0,"Brunacci, Domenico",Domenico Brunacci,Domenico,Brunacci,,,,Jesuit (S.J.),,,jesuit,clergy,Catholic,male,italian:5,,,,,,,,,
46946.0,"Buonamici, Giovanni Francesco",Giovanni Francesco Buonamici,Giovanni Francesco,Buonamici,,,,physician,medicine,natural philosophy,physician,professional,,male,latin:2,,,,,,,,,
46947.0,"Buonarotti, Francesco",Francesco Buonarotti,Francesco,Buonarotti,,,,Jesuit (S.J.),,,jesuit,clergy,Catholic,male,italian:1,,,,,,,,,
46948.0,"Bussaeus, Theodor",Theodor Bussaeus,Theodor,Bussaeus,,,,Jesuit (S.J.),,,jesuit,clergy,Catholic,male,latin:1,,,,,,,,,
46949.0,"Buxtorf, Johann",Johann Buxtorf,Johann,Buxtorf,,,4.1947846E7,,"languages,hebrew,chaldean,orientalism",languages ,,professional,Protestant,male,latin:2,Yes,"Johan. Buxtorfii Epitome grammaticæ Hebrææ breviter & methodice ad publicum scholarum usum proposita : adjecta succincta de mutatione punctorum vocalium instructio, & textuum Psalmoru_mque aliquot Hebraicorum Latina interpretatio : vt prompta sit juventuti, & ad manum posita lectionis & exercitationis materies. Cantabrigiæ: Ex Officina Rogeri Daniel, 1646; Johannis Buxtorfi Lexicon Hebraicum et Chaldaicum complectens omnes voces tam primas qua_m derivatas, quæ in sacris Bibliis, Hebræa, & ex parte Chaldæa_ lingua_ scriptis extant ... accessit lexicon breve rabbinico-philosophicum, communiora vocabula continens, quæ in commentariis passim occurrunt : cum justo indice vocum Latino. Londini: Typis Jacobi Junii & Mosis Bell, sumptibus Richardi Whitakeri & Samuelis Cartwright, 1646;  ",,"Basel, Switzerland",1599-8-13,"Basel, Switzerland",1664-8-16,hebraist,
46950.0,,Pietro Maria Cavina,Pietro Maria,,,,,Chancellor of Faenza,,,,secular_official,Catholic,male,latin:1,Yes ,"Commercio de' due mari Adriatico e Mediterraneo per la più breve e spedita strada dell'Italia occidentale considerato nell' antichissima strada per l'Apennino, e sopra il pensiero di un novo canale navigabile da Faenza all' Adriatico, 1682.",,,,,,,http://www.treccani.it/enciclopedia/pietro-maria-cavina_%28Dizionario-Biografico%29/
46951.0,,Carlo Cristoforo Dal Pozzo,Carlo Cristoforo,Dal Pozzo,,,,"collector,Cavaliere",collecting,,cavalier,titled_nobility,Catholic,male,,,,,,,,,,
46952.0,"Callmus, Philipp",Philipp Callmus,Philipp,Callmus,,,,Jesuit (S.J.),,,jesuit,clergy,Catholic,male,latin:1,,,,,,,,,
46953.0,"Candone, Giuseppe",Giuseppe Candone,Giuseppe,Candone,,,,Jesuit (S.J.),,,jesuit,clergy,Catholic,male,italian:1,,,,,,,,,
46957.0,"Caprini, Gianantonio",Gianantonio Caprini,Gianantonio,Caprini,,Rector of the Collegio Romano,,Jesuit (S.J.),,,"rector,jesuit","clergy,church_official",Catholic,male,italian:1,,,,,,,,,
46958.0,"Carli, Francesco",Francesco Carli,Francesco,Carli,,,,Jesuit (S.J.),,,jesuit,clergy,Catholic,male,italian:7;latin:2,,,,,,,,could this be Paolo Francesco Carli?,
46961.0,"Carmroth, Andreas",Andreas Carmroth,Andreas,Carmroth,,,,,,,,,,male,latin:1,,,,,,,,,
46963.0,"Cazré, Pierre",Pierre Cazré,Pierre,Cazré,,,,Jesuit (S.J.),natural philosophy,natural philosophy,jesuit,clergy,Catholic,male,latin:1,Yes,"Physica demonstratio, qua ratio, mensura, modus ac potentia accelerationis motus in naturali descensu gravium determinatur adversus nuper excogitatam a Galilaeo Galilaei,... de eodem motu pseudo-scientiam... (auctore P. Cazraeo.). Parisiis: apud J. Du Brueil, 1645; Colle_ge des Je_suites (Ni_mes), Joseph Besson, and Pierre de Cazre_. Regii Nemausensis collegii Societatis Iesu Elogium de Ludovico Decimo Quarto vrbium expugnatore, et defensore. S.l: s.n, 1654; Gassendi, Pierre, and Pierre de Cazre. Petri Gassendi De proportione, qva gravia decidentia accelerantvr epistolae tres: quibus ad totidem epistolas R.P. Petri Cazraei Societatis Iesv respondetur. Parisiis: Apud Lvdovicvm de Hevqveville, 1646. ",,,,,,,
46964.0,"Cassini, Giovanni Domenico",Giovanni Domenico Cassini,Giovanni Domenico,Cassini,Director of Paris Observatory,,3.6947382E7,astronomer,astronomy,natural philosophy,"professor,director",,Catholic,male,latin:2,Yes,,,,,,,,
46965.0,"Castellas, Juan de",Juan de Castellas,Juan de,Castellas,,,,,,,,,,male,spanish:1,,,,,,,,,
46966.0,"Catulle, André",André Catulle,André,Catulle,"Archdeacon of Tournai, playwright",,,,,,archdeacon,"clergy,church_official",Catholic,male,french:1,Yes,"Andreae Catvlli ... Tornacum, civitas metropolis & cathedra episcopalis Nerviorum. Bruxellae: Ex typographia_ Ioannis MommartI, 1652.",,,1588.0,,1667.0,,
46968.0,"Centellas, Antonio Juan",Antonio Juan Centellas,Antonio Juan,Centellas,,,,Marquis,,,marquis,titled_nobility,Catholic,male,spanish:8,Yes,"Luz clara de la verdad iuridica. S.l: s.n, 1650; Defensa iuridica en la possesion calificada de la precedencia De el Regente don Antonio Iuan de Centellas, Cauallero de la Orden de Calatraua, de el Consejo Colateral, y Lugarteniente de la Real Camara de la Sumaria. Opugnada De el Regente don Francisco Ortiz. S.l: s.n, 1664; Disceptacion legal historica de el Regente D. Antonio Iuan de Centellas, Cauallero de la Orden de Calatraua, del Consejo Colateral, y Lugartheniente de la Real Camara de la Summaria de Napoles. Con el Regente Donato Antonio de Marinis, de el mesmo Consejo Colateral. Sobre la Precedencia en el Colateral, y en todos los Actos. S.l: s.n, 1665. ",,,,,,,
46969.0,"Centurio, Cristoforo",Cristoforo Centurio,Cristoforo,Centurio,,,,Jesuit (S.J.),,,jesuit,clergy,Catholic,male,italian:14,,,,,,,,,
46970.0,"Centurio, Marco Agapito",Marco Agapito Centurio,Marco Agapito,Centurio,,,,Jesuit (S.J.),,,jesuit,clergy,Catholic,male,latin:2,,,,,,,,,
46971.0,"Cervieri, Pietro",Pietro Cervieri,Pietro,Cervieri,,Cernieri,,physician to the cardinal Giovanni Carlo d´Medici,,,physician,professional,Catholic,male,italian:1,,,,,,,,,
46974.0,"Ceschi di Santa Croce, Antonio",Antonio Ceschi di Santa Croce,Antonio,Ceschi di Santa Croce,,,,Jesuit (S.J.),,,jesuit,clergy,Catholic,male,latin:5,,,,,,,,,
46976.0,,Marquis de Charleval,,Charleval,,"Jean-Louis Faucon, Chargerath",,,,,,,,male,french:1,,,,,,,,,
46977.0,"Charpentier, François",François Charpentier,François,Charpentier,,,2.9562037E7,archaeologist and man of letters,"archeology,classical scholarship",history/classical scholarship,,professional,,male,,Yes,"Vie de Socrate, 1650; Cyropaedia of Xenophon, 1658 (trans); Traité de la peinture parlante, 1684.",,French,1620-2-15,,1702-0-0,I would say Catholic,
46978.0,"Chézaud, Aimé",Aimé Chézaud,Aimé,Chézaud,,,,Jesuit (S.J.),,,jesuit,clergy,Catholic,male,"latin:10;arabic:1;latin,arabic:1;italian:1",,,,,,,,,
46979.0,"Chiaranda, Giovanni Paolo",Giovanni Paolo Chiaranda,Giovanni Paolo,Chiaranda,,,,Jesuit (S.J.),"history,antiquarianism",history/classical scholarship,jesuit,clergy,Catholic,male,italian:2,Yes,"Piazza, citta_ di Sicilia antica, nuova, sacra, e nobile. Messina: Gli heredi di P. Brea, 1654; Thesaurus antiquitatum et historiarum Siciliae quo continentur rarissimi et optimi quique scriptores qui nobilissimarum insularum Siciliae, Sardiniae, Corsicae et adjacentum, situm, res gestas, antiquitates et imperiorum vicitudines memoriae prodiderunt... ",,,1613.0,,1693.0,,
46980.0,"Chifflet, Pierre François",Pierre François Chifflet,Pierre François,Chifflet,,,,Jesuit (S.J.),,,jesuit,clergy,Catholic,male,latin:1,Yes,"Bede, and Pierre-Franc_ois Chifflet. Bedæ presbyteri: et Fredegarii scholastici Concordia ad senioris Dagoberti definiendam monarchiæ periodum, atque ad primæ totius Regum Francorum stirpis chronologiam stabiliendam. Parisiis: Apud Garbielem Martinum, 1681; Chifflet, Jean-Jacques, Claude Cayne, Pierre de Loisy, and Denis-Franc_ois Secousse. Joan. Jac. Chiffletii patricii, consularis, et archiatri Vesontini Vesontio civitas imperialis libera, Sequanorum metropolis, plurimis, nec vulgaribus sacræ, prophanæque historiæ monumentis illustrata, et in duas partes distincta. 1618; Scriptorum veterum de fide catholica quinque opuscula. Divione: apud, P. Chavance, 1656 (editor); Praxis qvotidiana divini amoris svb forma oblationis svi ipsivs: vna_ cum formula_ actuum veræ pietatis erga sacratissimam Dei parentem Virginem: angelis etiam & sanctis, ac nominatim B. Iosepho, accomodata_. Antverpiae: Ex Officina Plantiniana Balthasaris Moreti, 1631; Histoire de l'abbaye royale et de la ville de Tournus, avec les preuves... par le P. Pierre-Franc_ois Chifflet. Dijon: Vve P. Chavance, 1664. ",,,,,,,
46981.0,"Christenius, Johann",Johann Christenius,Johann,Christenius,law professor in Amsterdam and Deventer,,,,law,other,professor,professional,Protestant,male,latin:1,Yes,"Iohannis Christenii Oratio de erroribus multorum jurisprudentiam discentium, & qua via sit eundum recitata in illustri Amstelodamensium gymnasio cum iurisprudentiæ possessionem ordiretur. XIII. Novembris Gregoriani. Anno M. DC. LIX. Amstelodami: Apud Iohannem Ravesteinium civitatis & illustris Gymnasii typographum, 1659.",,,1599.0,,1672.0,I guess Protestant. Was he a composer or is that a different person?,
46982.0,"Christoph, [unidentified]",[unidentified] Christoph,[unidentified],Christoph,,,,Benedictine (O.S.B.),,,benedictine,clergy,Catholic,male,latin:1,,,,,,,,,
46983.0,"Ciermans, Johannes",Johannes Ciermans,Johannes,Ciermans,,,,Jesuit (S.J.),,,jesuit,clergy,Catholic,male,latin:2,Yes,Disciplinæ mathematicæ traditæ anno institutæ Societatis Jesu seculari. 1640.,,,,,,,
46984.0,"Clagius (Klage), Thomas",Thomas Clagius (Klage),Thomas,Clagius (Klage),,,,Jesuit (S.J.),,,jesuit,clergy,Catholic,male,latin:1,,,,,,,,,
46985.0,"Clengel, Wolfgang Kaspar",Wolfgang Kaspar Clengel,Wolfgang Kaspar,Clengel,,Wolf Caspar von Klengel,,,architecture,other,architect,professional,,male,italian:3 ,,,,"Dresden, Germany",1630-6-8,"Dresden, Germany",1691-1-10,,
46986.0,"Coccia, Giuseppe",Giuseppe Coccia,Giuseppe,Coccia,,,,,,,,,,male,italian:5;latin:1 ,,,,,,,,,
46987.0,"Compain, Matthieu",Matthieu Compain,Matthieu,Compain,,,,Jesuit (S.J.),,,jesuit,clergy,Catholic,male,latin:1;french:1,,,,,,,,,
46988.0,"Coninck, Juan Ramón de",Juan Ramón de Coninck,Juan Ramón de,Coninck,,,,Jesuit (S.J.),,,jesuit,clergy,Catholic,male,latin:2,,,,,,,,,
46989.0,"Conrad, Balthasar",Balthasar Conrad,Balthasar,Conrad,,,7.4790846E7,Jesuit (S.J.),,,jesuit,clergy,Catholic,male,latin:4,,,,"Nisa, Poland",1599.0,"Klodsko, Poland",1660.0,,
46993.0,"Cools van Tetrode, Lodewijk",Lodewijk Cools van Tetrode,Lodewijk,Cools van Tetrode,,,,,,,,,,male,latin:1,,,,,,,,,
46994.0,"Cörler, Gottfried",Gottfried Cörler,Gottfried,Cörler,,,,Jesuit (S.J.),,,jesuit,clergy,Catholic,male,"latin:2;latin,italian:1",,,,,,,,,
46995.0,"Cornaeus, Melchior",Melchior Cornaeus,Melchior,Cornaeus,,,,Jesuit (S.J.),apology,other,jesuit,clergy,Catholic,male,latin:4,Yes,"Curriculum philosophiae peripateticae uti noc tempore in scholis decurri solet. Herbipoli [Wu_rzburg, Germany]: Sumptibus & typis Eliae Michaelis Zinck, 1657; Anima Separata Monopisti Sive Disputatio Pitzliputzlii cum anima Monopisti Acatholici. Herbipoli: Bencardus, 1658; Protestatio Fidei Catholicae Bambergica Marcelliana Vindicata Et Fumivendulus Ro_mhildensis, Joann-Christophorus Seldivs Praedicans: Una_ cum falsitatibus, calumniis, asyllogistiis, quas eidem professioni frivole_ opposuerat, explosus. Herbipoli: Zinck, 1653; Scriptum est: esse purgatorium, scriptum non est: non esse purgatorium. [Wu_rzburg]: Hertz, 1660; Murus papyraceus purgatorii contra Lutheristas praesertim Erfurtitas Aheneus. Herbipolis: Hertz, 1660; Aristoteles redivivus, Romano-Catholicus. Herbipoli: Zinck, 1652; Sive primatus Papae, ex primis V. Christianitatis saeculis demonstratus. Aristoteles Redivivus / Melch. Cornaeus, Ps. 3. 1660; etc. ",,,,,,"based on his publications, what would his expertise/interests be?",
46996.0,"Correa, Juan",Juan Correa,Juan,Correa,,,,Franciscan (O.F.M.),,,franciscan,clergy,Catholic,male,italian:1,,,,,,,,Is he a Mexican painter?,
46997.0,"Costa, Carlo Costanzo",Carlo Costanzo Costa,Carlo Costanzo,Costa,,,,,,,,,,male,italian:1,Yes,"L'astrologo non astrologo, e gl'amori stvrbati; comedia del dottor Ottone Lazaro Scacco [pseud.]. Genova: Per P.G. Calezani ad instanza di G. e G. Andreoli, 1665.",,,,,,,
46998.0,"Crisanius, Georg",Georg Crisanius,Georg,Crisanius,,Juraj Krizanic,,Theologian,"languages,theology,politics,music,economics","languages,religious/morality,music,other ",missionary,clergy,Catholic,male,latin:1,Yes,Politika,,"Bihac, Bosnia Herzegovina",1618.0,"Zagreb, Croatia",1683.0,"I am assuming he belongs in clergy community, though do not know what he was. Pan-slavist.",
46999.0,"Crombach, Hermann",Hermann Crombach,Hermann,Crombach,,,,Jesuit (S.J.),"theology,hagiography,church history",religious/morality,jesuit,clergy,Catholic,male,latin:1,Yes,"Primitiæ gentium: seu Historia SS. Trium Regum Magorum evangelicorum, et encomium quibus prærogativæ eorum, genus, patria, & expectatio sideris ac Messiæ ... commentario in caput S. Matthæi illustrata ... opere tripartito. Coloniæ Agrippinæ: Apud J. Kinchium, 1654; Vita et martyrivm S. Vrsvlæ et sociarum undecim millium virginum etc.: ex antiquis monimentis [sic] bona fide descriptu_, notabilibus argumentis, quibus historiæ fides satis solide_ fundari posse videatur confirmatum, et in duos distinctum tomos. Coloniæ Agrippinæ: Sumptibus Hermanni Mylij Birckm, 1647; Veri et pii sacerdotis idea, seu vita R. D. Iacobi Merlo-Horstii, pastoris B. Mariae Virginis in pasculo Coloniae. Coloniae: Kinchius, 1645.",,,,,,,
47000.0,"Curtz, Albrecht",Albrecht Curtz,Albrecht,Curtz,,,,Jesuit (S.J.),,,jesuit,clergy,Catholic,male,latin:2,,,,,,,,,
47001.0,"Cusani, Carlo",Carlo Cusani,Carlo,Cusani,,,,Jesuit (S.J.),,,jesuit,clergy,Catholic,male,italian:3,,,,,,,,,
47002.0,"Cuzzio, Giulio",Giulio Cuzzio,Giulio,Cuzzio,,,,Jesuit (S.J.),,,jesuit,clergy,Catholic,male,"italian:1;latin,italian:1",,,,,,,,,
47003.0,"Cysat, Jean Baptiste",Jean Baptiste Cysat,Jean Baptiste,Cysat,,,,Jesuit (S.J.),astronomy,natural philosophy,jesuit,clergy,Catholic,male,latin:1,Yes,"Cysat, Jean-Baptiste, Volpertus Mozelius, Georg Wilhelm von Helffenstein, Elisabeth Angermaier, and Wilhelm Eder. Mathemata Astronomica de loco, motu, magnitudine, et causis cometae qui sub finem anni 1618. et initium anni 1619. in coelo fulsit... Authore Io. Baptista Cysato... Publiceque proposita et demonstrata ab... Volperto Mozelio... (Carmen G. W. in Helffenstein). S.l: s.n, 1619.",,,,,,,
47007.0,"Dauxon, Hubert",Hubert Dauxon,Hubert,Dauxon,,,,Jesuit (S.J.),,,jesuit,clergy,Catholic,male,"latin,hebrew:1",,,,,,,,,
47009.0,"Dehnig (Dehn), Reinhold",Reinhold Dehnig (Dehn),Reinhold,Dehnig (Dehn),,,,Jesuit (S.J.),,,jesuit,clergy,Catholic,male,"latin:8;latin,greek:1",,,,,,,,,
47010.0,"Dernbach, Peter Philipp von",Peter Philipp von Dernbach,Peter Philipp von,Dernbach,,Prince-Elector of Bamberg,,"Prince-Elector of Bamberg,bishop",,,"prince elector,bishop","clergy,church_official,secular_official",Catholic,male,latin:2;italian:1;german:1,,,,,,,,,
47012.0,"Dirrhaimer, Ulrich",Ulrich Dirrhaimer,Ulrich,Dirrhaimer,,,,Jesuit (S.J.),"church history,theology,philosophy",religious/morality,jesuit,clergy,Catholic,male,latin:1,Yes,"Hazart, Cornelius, Mathias Soutermans, Ulrich Dirrhaimer, and W. P. Killian. Kirchen-Geschichte, das ist, Catholisches Christenthum durch die gantze Welt aussgebreitet ... in vielfa_ltigen Kupffern. Gedruckt zu Wien in Oesterreich: durch Leopoldum Voight, 1678; Divus Aurelius Augustinus Aquila Inter Doctores Ecclesiae: In einer Lob-Predig bey seinen heiligen vnd Hochansehnlichen Reliquien vorgetragen, In dem Hochwu_rdigen deß H. Ro_m. Reichs Gottshauß Unser Lieben Frawen zu Wettenhausen = Der H. Aurelius Augustinus, Ein Adler Under den Kirchen-Lehrern. Augspurg: Utzschneider, 1684; Dirrhaimer, Ulrich, Jakob Koppmayer, and Johann Caspar Brandan. Currus quadrijugus gloriae sanctorum: sive sermones panegyrici breves de sanctis, quos ritu solenni sancta colit ecclesia. Documentis fidei et morum illustrati ... Quadruplici indice instructus, in utilitatem eorum qui Dei verbum tractant. Augustae Vindelicorum: Typis Jacobi Koppmayr. Zu finden bey Johann Caspar Brandan / Burger und Buchbinder in der Kohlergaffen in Augspurg, 1682; Wohl-gemainte Erinnerung Und Hertzliche Anmahnung Zu Wahrer Buß vnd Besserung deß Lebens: Bey disen gefa_hrlichen Zeiten deß Tu_rckischen Einbruchs in die Christenheit, Dem Christlichen Volck, auß Gna_digstem Befelch, vorgetragen den andern Oster-Feyrtag, 20. Aprilis dises 1683.sten Jahrs, In deß H. Ro_m. Reichs Stadt Augspurg Hohen Thumb-Stiffts Kirchen. Augspurg: Utzschneider, 1683; Verosimilia philosophica de compositione continui, et possibilitate infiniti: in III. & VI. lib. Physicorum Aristotelis Stagyritae. Dilinga: Federle, 1673; Disputatio Philosophica De Identitate Et Distinctione Reali. Dilingae: Federle, 1671. ",,,,,,,
47013.0,"Dobrzenski de Nigro Ponte, Jakob Johann Wenzel",Jakob Johann Wenzel Dobrzenski de Nigro Ponte,Jakob Johann Wenzel,Dobrzenski de Nigro Ponte,,Jakob Johannes Wenzeslaus Dobrzenski,8.3693449E7,,"mathematics,medicine,alchemy",natural philosophy,"physician,professor",professional,Catholic,male,latin:1,Yes,"Nova et amaenior de admirando fontium genio (ex abditis naturae claustris, in orbis lucem emanante) philosophia. Ferrariae [Ferrara]: apud Alphonsum, & Io. Baptistam de Marestis, 1659.",,"Prague, Czech Republic",1623.0,"Prague, Czech Republic",1697-3-3,what kind of professor?,
47014.0,"Dodington, John",John Dodington,John,Dodington,"secretary to Turloe, secretary of state to Oliver Cromwell",,,,,,secretary,secular_official,Protestant,male,italian:7;latin:4,,,,,,,,I guess protestant,
47015.0,"Doni, Giovanni Battista",Giovanni Battista Doni,Giovanni Battista,Doni,,,5.4194455E7,musicologist,music ,music,,professional,Catholic,male,latin:1;italian:1,Yes,"Lyra Barberina, 1763; De prestantia musicae veteris, libri tres., 1647",,"Florence, Italy",1593.0,"Florence, Italy",1647.0,,
47017.0,"Dorrigato, Niccolò",Niccolò Dorrigato,Niccolò,Dorrigato,,,,,,,,,,male,italian:1,,,,,,,,,
47018.0,"Drukenbrot, Johannes",Johannes Drukenbrot,Johannes,Drukenbrot,,,,Jesuit (S.J.),,,jesuit,clergy,Catholic,male,latin:1,,,,,,,,,
47019.0,"Dufour, Philippe Sylvestre",Philippe Sylvestre Dufour,Philippe Sylvestre,Dufour,,,1.978869E7,"Banker, merchant, philosopher, writer",,,merchant,professional,Protestant,male,latin:2,Yes,"Instruction morale d'un pe_re a_ son fils, qui part pour un long voyage: ou, Maniere aise_e de former un jeune homme a_ toutes fortes de vertus. Lyon: A. Celier fils, 1678; The Manner of Making Coffee, Tea, and Chocolate, 1685; Traitez nouveaux & curieux dv cafe_, dv the_ et dv chocolate.
Ouvrage e_galement necessire aux medecins, & a_ tous ceux qui aiment leur sante_, 1685.",,,1622.0,,1687.0,http://books.google.cz/books?id=IuiP7rayquMC&pg=PA205&lpg=PA205&dq=Philippe+Sylvestre+Dufour+Protestant&source=bl&ots=le6h7qMX_D&sig=wAXXknjnY4xIDzKhJOtZ-Z7UKvM&hl=cs&sa=X&ei=VHwxT43JIMbl4QTZrrnqBA&ved=0CCwQ6AEwAA#v=onepage&q=Philippe%20Sylvestre%20Dufour%20Protestant&f=false,
47020.0,"Durand, Jacques Honoré",Jacques Honoré Durand,Jacques Honoré,Durand,,,,Jesuit (S.J.),,,jesuit,clergy,Catholic,male,latin:1,,,,,,,,,
47021.0,"Durando, Salvatore",Salvatore Durando,Salvatore,Durando,,,,,,,,,,male,hebrew:1,,,,,,,,,
47022.0,"Durante, Vincenzo",Vincenzo Durante,Vincenzo,Durante,,,,,,,,,,male,italian:4,,,,,,,,,
47023.0,"Ederi, Tomasso",Tomasso Ederi,Tomasso,Ederi,,,,,,,,,,male,italian:1,,,,,,,,,
47024.0,"Eede, Willem van den",Willem van den Eede,Willem van den,Eede,,,,Jesuit (S.J.),,,jesuit,clergy,Catholic,male,latin:3,Yes,"Laurus Austriaca augausissimo cæsari Leopoldo Primo victoriis adversus Portam Ottomannicam. Gandavi: typis H. Saetreuver, 1689; Lyden en stryden door t'gheduerigh cruys Jesu Christi Van det beghinkl tot het eynde fijns levens: In Rym-dich ghestelt Beneffens de vysthien Smerten van de Alder-Heiligste Maget ende Moeder Godts Maria Ende cenighe Godt-vruchtighe overlgghinghen voor eenen Christen-Mensch. Te Ghendt: By Hendrick Saetreuver, 1691. ",,,,,,,
47025.0,"Elichmann, Johann",Johann Elichmann,Johann,Elichmann,,,,physician,"languages,orientalism,medicine","languages,natural philosophy",physician,professional,Protestant,male,latin:2,Yes,,,,,,, arabist,http://www.deutsche-biographie.de/sfz13012.html
47026.0,"Elsevier, Lodewijk",Lodewijk Elsevier,Lodewijk,Elsevier,,,,printer,,,printer,professional,Protestant,male,french:1,,,,,,,,,
47027.0,"Elwanger, Ferdinand",Ferdinand Elwanger,Ferdinand,Elwanger,,,,Jesuit (S.J.),,,jesuit,clergy,Catholic,male,latin:3,,,,,,,,,
47028.0,"Emertz, Christoph",Christoph Emertz,Christoph,Emertz,,,,,,,,,,male,latin:1,,,,,,,,,
47029.0,"Emmanuel, Gaspard",Gaspard Emmanuel,Gaspard,Emmanuel,,,,Jesuit (S.J.),,,jesuit,clergy,Catholic,male,latin:1,,,,,,,,,
47030.0,"Endter, Johann Andreas",Johann Andreas Endter,Johann Andreas,Endter,,,,publisher,,,publisher,professional,,male,latin:1,,,,,,,,,
47031.0,"Endter, Wolfgang",Wolfgang Endter,Wolfgang,Endter,,,,publisher,,,publisher,professional,,male,latin:1,,,,,,,,,
