other_links.entity_id	Full Name	Full name (vernacular)	First name	Last name	Title (same as alias?)	Alias	VIAF ID	Old Occupation data from Kircher DB	expertise/interests	expertise/interests major fields	Networks	office/position	Communities	Religion	Gender	Language(s)	Published/circulated author?	Publication details	Spouse Name	Location born (city, country)	birthdate	Location died (city, country)	deathdate	Biographical notes	comments
47486.0	Del Monte, Antonio Francesco	Antonio Francesco Del Monte	Antonio Francesco	Del Monte											male	latin:1									
47487.0	Gualdo, Francesco Luigi	Francesco Luigi Gualdo	Francesco Luigi	Gualdo		Eques Arimeneus		Eques Arimeneus				Eques Arimeneus			male	italian:1								what is this occupation?	
47488.0	Bocholz, Ferdinand	Ferdinand Bocholz	Ferdinand	Bocholz		Archdeacon of Brabant		Archdeacon of Brabant				archdeacon	clergy		male	latin:2									
47492.0	Felix, François	François Felix	François	Felix	surgeon of king Louis XIV.	Charles-Francois Tassy		physician	medicine	natural philosophy	natural philosophy	physician	professional		male	latin:1					1635.0		1703.0	would he be Catholic as surgeon to Louis XIV?	
47504.0	cleric, unidentified	unidentified cleric	unidentified	cleric									clergy		male	italian:1								jesuit?	
47518.0	Xyste, Electus praelatus Saganesis	Electus praelatus Saganesis Xyste	Electus praelatus Saganesis	Xyste											male	latin:1									
47519.0	Osten, Christian Gunthard	Christian Gunthard Osten	Christian Gunthard	Osten											male	italian:1									
47522.0	Bisogni, Gennaro di	Gennaro di Bisogni	Gennaro di	Bisogni											male	italian:1									
47525.0	Welz, Georg	Georg Welz	Georg	Welz											male	italian:7									
47527.0	Fano, Vincenzo	Vincenzo Fano	Vincenzo	Fano											male										
47533.0	gentleman, unidentified	unidentified gentleman	unidentified	gentleman											male	latin:3									
47534.0	count, unidentified	unidentified count	unidentified	count											male	latin:1;german:1								is this a count, a Jesuit, or both?	
47554.0	Perugia, governor of [unidentified]	governor of [unidentified] Perugia	governor of [unidentified]	Perugia											male	latin:3									governor of Perugia?
47578.0	Nericio, Botuito	Botuito Nericio	Botuito	Nericio											male	italian:1									
47582.0	Hassbaski, Johannes	Johannes Hassbaski	Johannes	Hassbaski											male	latin:2									name unreadable, Archdeacon of Gnesen
47583.0	Ferrari, [unidentified]	[unidentified] Ferrari	[unidentified]	Ferrari											male	italian:1									
47590.0	Sabioneta, Duke of [unidentified]	Duke of [unidentified] Sabioneta	Duke of [unidentified]	Sabioneta											male										unreadable
47621.0	Hopff, Ludwig	Ludwig Hopff	Ludwig	Hopff				notary				notary	secular_official		male	latin, hebrew:1									
47624.0	Gusmans, [unidentified]	[unidentified] Gusmans	[unidentified]	Gusmans		Luis Gusman?									male	latin:1									
47633.0	Pantogiotes (?), Erminoi	Erminoi Pantogiotes (?)	Erminoi	Pantogiotes (?)											male	greek:1									letter in greek
47638.0	Caracara, Lucio	Lucio Caracara	Lucio	Caracara											male	italian:1									different last name
52872.0	Schroek, Lukas, d.A.	Lukas, d.A. Schroek	Lukas, d.A.	Schroek					medicine	natural philosophy	natural philosophy	physician			male		Yes	Disputatio Medica De Viperae et Venenorum in genere omnium Natura, differentiis, Symptomatibus, horumque Curatione generica, Basileae 1640. Disputatio Physica De Temperamentis, Altdorf 1639.							
CHECK	Bernhardi de Bernitz, Sophianna Corbiniana	Bernhardi de Bernitz, Sophianna Corbiniana	Sophianna Corbiniana	Bernhardi de Bernitz											male										
47312.0	Reisel, Salomon	Reisel, Salomon	Salomon	Reisel			7.7116243E7								male										
47331.0	Sachs von Löwenheim, Philipp JaKob	Sachs von Löwenheim, Philipp JaKob	Philipp JaKob	Sachs von Löwenheim											male										
46807.0	Johann Friedrich, Duke of Brunswick-Lüneburg	 Duke of Brunswick-Lüneburg, Johann Friedrich	Johann Friedrich	 Duke of Brunswick-Lüneburg											male										
