documentid,title,doc_type,subject,language,,author_ln,author_fn,author_occupation,,recipient_fn,recipient_ln,recipient_occupation,source_location,source_lat,source_long,sent_yr,,,,,,
2643,"Jacques Honoré Durand to Kircher, Graz, 12 March 1640",letter,,Latin,378,Durand,Jacques Honoré,Jesuit (S.J.),51,Kircher,Athanasius,Jesuit (S.J.),Graz,47.0679,15.4417,1640,0,12,16,,,
2907,"Salvatore Durando to Kircher, no place, undated",letter,,Hebrew,379,Durando,Salvatore,,51,Kircher,Athanasius,Jesuit (S.J.),,,,,,,,,,
1206,Epitaphs,"letter,inscription(s),epitaph(s)",,Latin,380,Durante,Vincenzo,,51,Kircher,Athanasius,Jesuit (S.J.),no place given,0.0000,0.0000,0,,,16,,,
1147,"Vincenzo Durante to Kircher, Orvieto, 11 October 1661",letter,,Italian,380,Durante,Vincenzo,,51,Kircher,Athanasius,Jesuit (S.J.),Orvieto,42.7165,12.1116,1661,0,11,16,,,
1881,"Vincenzo Durante to Kircher, Orvieto, 22 November 1661",letter,,Italian,380,Durante,Vincenzo,,51,Kircher,Athanasius,Jesuit (S.J.),Orvieto,42.7165,12.1116,1661,0,22,16,,,
2066,"Vincenzo Durante to Kircher, Orvieto, 15 November 1661",letter,,Italian,380,Durante,Vincenzo,,51,Kircher,Athanasius,Jesuit (S.J.),Orvieto,42.7165,12.1116,1661,0,15,16,,,
2039,"Vincenzo Durante's Comments relating to the city of Orvieto, Orvieto, 5 October 1661","report,letter","Tuscany,Orvieto,Iter Etruscum",Italian,380,Durante,Vincenzo,,51,Kircher,Athanasius,Jesuit (S.J.),Orvieto,42.7165,12.1116,1661,0,5,16,380,Durante,Vincenzo
2278,"Tomasso Ederi to Kircher, Lyon, 25 May 1673",letter,,Italian,381,Ederi,Tomasso,,51,Kircher,Athanasius,Jesuit (S.J.),Lyon,45.7673,4.8343,1673,0,25,16,,,
2183,"Willem van den Eede to Kircher, Louvain, 6 August 1672",letter,,Latin,382,Eede,Willem van den,,51,Kircher,Athanasius,Jesuit (S.J.),Louvain,50.8793,4.7021,1672,0,6,16,,,
1281,"Willem van den Eede to Kircher, Louvain, 27 February 1671",letter,,Latin,382,Eede,Willem van den,,51,Kircher,Athanasius,Jesuit (S.J.),Louvain,50.8793,4.7021,1671,0,27,16,,,
1360,"Willem van den Eede to Kircher, Louvain, 27 February 1671","letter,epigram(s),anagram(s)",,Latin,382,Eede,Willem van den,,51,Kircher,Athanasius,Jesuit (S.J.),Louvain,50.8793,4.7021,1671,0,27,16,,,
2535,"Johann Eissert to Kircher, Frauenkirche, 7 October 1659",letter,,Latin,25,Eissert,Johann,Jesuit (S.J.),51,Kircher,Athanasius,Jesuit (S.J.),Frauenkirche,51.0517,13.7411,1659,0,7,16,,,
440,"Johann Eissert to Kircher, Traunkirch, 16 February 1661",letter,,Latin,25,Eissert,Johann,Jesuit (S.J.),51,Kircher,Athanasius,Jesuit (S.J.),Traunkirch,47.8448,13.7898,1661,0,16,16,,,
1620,"Johann Eissert to Kircher, Traunkirch, 29 July 1659",letter,,Latin,25,Eissert,Johann,Jesuit (S.J.),51,Kircher,Athanasius,Jesuit (S.J.),Traunkirch,46.0667,11.1191,1659,0,29,16,,,
949,"Johann Elichmann to Kircher, Leyden, 29 July 1638",letter,,Latin,383,Elichmann,Johann,physician,51,Kircher,Athanasius,Jesuit (S.J.),Leyden,52.1667,4.5000,1638,0,29,16,,,
952,"Johann Elichmann to Kircher, no place, undated","letter,damaged",,Latin,383,Elichmann,Johann,physician,51,Kircher,Athanasius,Jesuit (S.J.),no place given,0.0000,0.0000,0,,,16,,,
2880,"Lodewijk Elsevier to Kircher, Amsterdam, 4 November 1650",letter,,French,384,Elsevier,Lodewijk,printer?,51,Kircher,Athanasius,Jesuit (S.J.),Amsterdam,52.3738,4.8909,1650,0,4,16,,,
2241,"Ferdinand Elwanger to Kircher, Vienna, 14 March 1677",letter,,Latin,385,Elwanger,Ferdinand,Jesuit (S.J.),51,Kircher,Athanasius,Jesuit (S.J.),Vienna,48.2092,16.3728,1677,0,14,16,,,
2436,"Ferdinand Elwanger to Kircher, Vienna, 11 July 1677",letter,,Latin,385,Elwanger,Ferdinand,Jesuit (S.J.),51,Kircher,Athanasius,Jesuit (S.J.),Vienna,48.2092,16.3728,1677,0,11,16,,,
2208,"Ferdinand Elwanger to Kircher, Vienna, 8 November 1676",letter,,Latin,385,Elwanger,Ferdinand,Jesuit (S.J.),51,Kircher,Athanasius,Jesuit (S.J.),Vienna,48.2092,16.3728,1676,0,8,16,,,
2737,"Christoph Emertz to Kircher, Fulda, 13 January 1648",letter,,Latin,386,Emertz,Christoph,,51,Kircher,Athanasius,Jesuit (S.J.),Fulda,50.5539,9.6743,1648,0,13,16,,,
2568,"Gaspard Emmanuel to Kircher, Paros (Greece), 3 May 1648",letter,,Latin,387,Emmanuel,Gaspard,Jesuit (S.J.),51,Kircher,Athanasius,Jesuit (S.J.),Paros (Greece),37.0859,25.1508,1648,0,3,16,,,
2191,"Wolfgang Endter and Johann Andreas Endter to Kircher, Nuremberg, 5 December 1672",letter,,Latin,388,Endter,Johann Andreas,publisher,51,Kircher,Athanasius,Jesuit (S.J.),Nuremberg,49.4505,11.0805,1672,0,5,16,,,
2180,"Veit Erbermann to Kircher, Mainz, 28 July 1672",letter,,Latin,390,Erbermann,Veit,Jesuit (S.J.),51,Kircher,Athanasius,Jesuit (S.J.),Mainz,49.9951,8.2674,1672,0,28,16,,,
2660,"Veit Erbermann to Kircher, Würzburg, 21 October 1654",letter,,Latin,390,Erbermann,Veit,Jesuit (S.J.),51,Kircher,Athanasius,Jesuit (S.J.),Würzburg,49.7943,9.9275,1654,0,21,16,,,
1242,"Christoph Alphons von Erdödi to Kircher, Florence, 30 November, no year",letter,,Latin,391,Erdödi,Christoph Alphons von,,51,Kircher,Athanasius,Jesuit (S.J.),Florence,43.7687,11.2569,0,0,30,16,,,
1341,"Christoph Alphons von Erdödi to Kircher, Somolan (Hungary), 22 December 1671",letter,,Italian,391,Erdödi,Christoph Alphons von,,51,Kircher,Athanasius,Jesuit (S.J.),Somolan (Hungary),42.1107,2.1599,1671,0,22,16,,,
2413,"Joseph Matthias Faber to Kircher, Heilbronn, 31 January 1676",letter,,Latin,395,Faber,Joseph Matthias,,51,Kircher,Athanasius,Jesuit (S.J.),Heilbronn,49.1416,9.2221,1676,0,31,16,,,
1679,"Johann Wilhelm Faber to Kircher, Mainz, 28 February 1666",letter,,Latin,394,Faber,Johann Wilhelm,,51,Kircher,Athanasius,Jesuit (S.J.),Mainz,49.9951,8.2674,1666,0,28,16,,,
1658,"Johann Wilhelm Faber to Kircher, Mainz, 14 December 1665",letter,,Latin,394,Faber,Johann Wilhelm,,51,Kircher,Athanasius,Jesuit (S.J.),Mainz,49.9951,8.2674,1665,0,14,16,,,
932,"Albrecht Otto Faber to Kircher, Paris, 20 February 1651",letter,,Latin,393,Faber,Albrecht Otto,alchemist,51,Kircher,Athanasius,Jesuit (S.J.),Paris,48.8567,2.3510,1651,0,20,16,,,
1153,"Alejandro Fabián to Kircher, no place, 14 November 1667 (partial copy)",letter,,Spanish,74,Fabián,Alejandro,Jesuit (S.J.),51,Kircher,Athanasius,Jesuit (S.J.),no place given,0.0000,0.0000,1667,0,14,16,,,
1154,"Alejandro Fabián to Kircher, no place, 14 November 1667 (partial copy)",letter,,Spanish,74,Fabián,Alejandro,Jesuit (S.J.),51,Kircher,Athanasius,Jesuit (S.J.),no place given,0.0000,0.0000,1667,0,14,16,,,
2196,"Alejandro Fabián to Kircher, no place, undated",letter,,Spanish,74,Fabián,Alejandro,Jesuit (S.J.),51,Kircher,Athanasius,Jesuit (S.J.),no place given,0.0000,0.0000,0,,,16,,,
2175,"Alejandro Fabián to Flavio Chigi, no place, undated","letter,copy,apograph",,Spanish,74,Fabián,Alejandro,Jesuit (S.J.),20,Chigi,Flavio,"collector,Cardinal",no place given,0.0000,0.0000,0,,,16,,,
2176,"Alejandro Fabián to Leopold I, Holy Roman Emperor,  no place, undated","letter,copy,apograph",,Spanish,74,Fabián,Alejandro,Jesuit (S.J.),68,Leopold I,Holy Roman Emperor,Emperor,no place given,0.0000,0.0000,0,,,16,,,
2076,"Alejandro Fabián to Kircher, no place, undated","letter,fragment",,Spanish,74,Fabián,Alejandro,Jesuit (S.J.),51,Kircher,Athanasius,Jesuit (S.J.),no place given,0.0000,0.0000,0,,,16,,,
2198,"Alejandro Fabián to Kircher, Puebla de los Angeles, 20 April 1672",letter,,Spanish,74,Fabián,Alejandro,Jesuit (S.J.),51,Kircher,Athanasius,Jesuit (S.J.),Puebla de los Angeles,19.0413,-98.2062,1672,0,20,16,,,
2237,"Alejandro Fabián to Kircher, Puebla de los Angeles, 30 April 1672",letter,,Spanish,74,Fabián,Alejandro,Jesuit (S.J.),51,Kircher,Athanasius,Jesuit (S.J.),Puebla de los Angeles,19.0413,-98.2062,1672,0,30,16,,,
1142,"Alejandro Fabián to Kircher, Puebla de los Angeles, 20 April 1667",letter,,Spanish,74,Fabián,Alejandro,Jesuit (S.J.),51,Kircher,Athanasius,Jesuit (S.J.),Puebla de los Angeles,19.0413,-98.2062,1667,0,20,16,,,
1969,"Alejandro Fabián to Kircher, Puebla de los Angeles, 31 July 1668",letter,,Spanish,74,Fabián,Alejandro,Jesuit (S.J.),51,Kircher,Athanasius,Jesuit (S.J.),Puebla de los Angeles,19.0413,-98.2062,1666,0,31,16,,,
2075,"Alejandro Fabián to Kircher, Puebla de los Angeles, 2 August 1666",letter,,Spanish,74,Fabián,Alejandro,Jesuit (S.J.),51,Kircher,Athanasius,Jesuit (S.J.),Puebla de los Angeles,19.0413,-98.2062,1666,0,2,16,,,
2197,"Alejandro Fabián to Kircher, Puebla de los Angeles, 9 March 1666",letter,,Spanish,74,Fabián,Alejandro,Jesuit (S.J.),51,Kircher,Athanasius,Jesuit (S.J.),Puebla de los Angeles,19.0413,-98.2062,1666,0,9,16,,,
1636,"Alejandro Fabián to Kircher, Puebla de los Angeles, 23 August 1664
 Alejandro",letter,,Spanish,74,Fabián,Alejandro,Jesuit (S.J.),51,Kircher,Athanasius,Jesuit (S.J.),Puebla de los Angeles,19.0413,-98.2062,1664,0,23,16,,,
1108,"Alejandro Fabián to Kircher, Puebla de los Angeles, 2 February 1661",letter,,Spanish,74,Fabián,Alejandro,Jesuit (S.J.),51,Kircher,Athanasius,Jesuit (S.J.),Puebla de los Angeles,19.0413,-98.2062,1661,0,2,16,,,
2174,"Alejandro Fabián to Kircher, Puebla de los Angeles, 24 February 1669","letter,copy,apograph",,Spanish,74,Fabián,Alejandro,Jesuit (S.J.),51,Kircher,Athanasius,Jesuit (S.J.),Puebla de los Angeles,19.0413,-98.2062,1669,0,24,16,,,
2171,"Alejandro Fabián to Kircher, Puebla de los Angeles, 23 April 1666","letter,copy,apograph",,Spanish,74,Fabián,Alejandro,Jesuit (S.J.),51,Kircher,Athanasius,Jesuit (S.J.),Puebla de los Angeles,19.0413,-98.2062,1666,0,23,16,,,
2173,"Alejandro Fabián to Kircher, Puebla de los Angeles, 12 March 1666","letter,copy,apograph",,Spanish,74,Fabián,Alejandro,Jesuit (S.J.),51,Kircher,Athanasius,Jesuit (S.J.),Puebla de los Angeles,19.0413,-98.2062,1666,0,12,16,,,
2172,"Alejandro Fabián to Kircher, Puebla de los Angeles, 4 May 1663","letter,copy,apograph",,Spanish,74,Fabián,Alejandro,Jesuit (S.J.),51,Kircher,Athanasius,Jesuit (S.J.),Puebla de los Angeles,19.0413,-98.2062,1663,0,4,16,,,
1120,"Antonio Maria Fabrini to Kircher, no place, 9 May 1660",letter,,Italian,396,Fabrini,Antonio Maria,,51,Kircher,Athanasius,Jesuit (S.J.),no place given,0.0000,0.0000,1660,0,9,16,,,
1771,"Constantino Fabrizzio to Kircher, Schemnitz, 10 December 1666",letter,,Italian,397,Fabrizzio,Constantino,"physician,medico ordinario della città montana in Ongaria",51,Kircher,Athanasius,Jesuit (S.J.),Schemnitz,50.8325,12.9247,1666,0,10,16,,,
306,"Cesare Facchinetti to Kircher, Naples, 19 February 1667",letter,"Rome,reading,obelisks,monuments,Egypt and egyptology,curiosity,books,Bernini,architecture",Italian,29,Facchinetti,Cesare,Cardinal,51,Kircher,Athanasius,Jesuit (S.J.),Naples,40.8333,14.2500,1667,0,19,16,,,
422,"Cesare Facchinetti to Kircher, Spoleto, 7 February 1660",letter,"Republic of Letters,curiosity,correspondence",Italian,29,Facchinetti,Cesare,Cardinal,51,Kircher,Athanasius,Jesuit (S.J.),Spoleto,52.1635,9.9449,1660,0,7,16,,,
1923,"Agostino Favoriti to Kircher, Castello, 11 May 1666",letter,,Italian,398,Favoriti,Agostino,"Secretary to Pope Innocent XI, scholar",51,Kircher,Athanasius,Jesuit (S.J.),Castello,40.1452,-0.1495,1666,0,11,16,,,
1890,"Stefano Felici to Kircher, Forfa, 5 August 1665",letter,,Italian,399,Felici,Stefano,,51,Kircher,Athanasius,Jesuit (S.J.),Forfa,56.6442,-2.8886,1665,0,5,16,,,
954,"Simon Felix to Kircher, Ardres, 5 February 1635",letter,,Latin,401,Felix,Simon,Jesuit (S.J.),51,Kircher,Athanasius,Jesuit (S.J.),Ardres,50.8539,1.9768,1635,0,5,16,,,
993,"François Felix to Kircher, Avignon, 6 November 1646",letter,,Latin,856,Felix,François,physician,51,Kircher,Athanasius,Jesuit (S.J.),Avignon,43.9486,4.8060,1646,0,6,16,,,
2325,"Ferdinand Albrecht, Duke of Braunschweig-Lüneburg, to Kircher, Vienna, 3 March 1675",letter,,Latin,149,Ferdinand Albrecht,Duke of Braunschweig-Lüneburg,Duke of Braunschweig-Lüneburg,51,Kircher,Athanasius,Jesuit (S.J.),Vienna,48.2092,16.3728,1675,0,3,16,,,
2323,"Ferdinand Albrecht, Duke of Braunschweig-Lüneburg, to Kircher, Vienna, 15 November 1674",letter,,Latin,149,Ferdinand Albrecht,Duke of Braunschweig-Lüneburg,Duke of Braunschweig-Lüneburg,51,Kircher,Athanasius,Jesuit (S.J.),Vienna,48.2092,16.3728,1674,0,15,16,,,
2324,"Ferdinand Albrecht, Duke of Braunschweig-Lüneburg, to Kircher, Vienna, 30 August 1674",letter,,Latin,149,Ferdinand Albrecht,Duke of Braunschweig-Lüneburg,Duke of Braunschweig-Lüneburg,51,Kircher,Athanasius,Jesuit (S.J.),Vienna,48.2092,16.3728,1674,0,30,16,,,
1629,"Ferdinand III, Holy Roman Emperor, to Kircher, no place, 1634","letter,attestation",,German,166,Ferdinand III,Holy Roman Emperor,Holy Roman Emperor,,,,,no place given,0.0000,0.0000,1634,,,16,,,
507,"Ferdinand III, Holy Roman Emperor, to Kircher, 4 February 1641",letter,,Latin,166,Ferdinand III,Holy Roman Emperor,Holy Roman Emperor,51,Kircher,Athanasius,Jesuit (S.J.),Regensburg,49.0165,12.1009,1641,0,4,16,,,
569,"Ferdinand III, Holy Roman Emperor, to Kircher, Regensburg, 13 October 1640",letter,,Latin,166,Ferdinand III,Holy Roman Emperor,Holy Roman Emperor,51,Kircher,Athanasius,Jesuit (S.J.),Regensburg,49.0165,12.1009,1640,0,13,16,,,
465,"Ferdinand III, Holy Roman Emperor, to Kircher, Regensburg, 24 April 1654","letter,attestation",,Latin,166,Ferdinand III,Holy Roman Emperor,Holy Roman Emperor,51,Kircher,Athanasius,Jesuit (S.J.),Regensburg,49.0165,12.1009,1654,0,24,16,,,
570,"Ferdinand III, Holy Roman Emperor, to Kircher, Vienna, 15 February 1647",letter,,Latin,166,Ferdinand III,Holy Roman Emperor,Holy Roman Emperor,51,Kircher,Athanasius,Jesuit (S.J.),Vienna,48.2092,16.3728,1647,0,15,16,,,
591,"Ferdinand Johann, Prince of Lichtenstein, to Kircher, Basel, 10 May 1642",letter,,Italian,31,Ferdinand Johann,Prince of Lichtenstein,Prince of Lichtenstein,51,Kircher,Athanasius,Jesuit (S.J.),Basel,47.5596,7.5806,1642,0,10,16,,,
590,"Ferdinand Johann, Prince of Lichtenstein, to Kircher, Brussels, 13 February 1643",letter,,Italian,31,Ferdinand Johann,Prince of Lichtenstein,Prince of Lichtenstein,51,Kircher,Athanasius,Jesuit (S.J.),Brussels,50.8463,4.3547,1643,0,13,16,,,
371,"Ferdinand Johann, Prince of Lichtenstein, to Kircher, Krumolv, 29 April 1665",letter,"comets,astronomical observations",,31,Ferdinand Johann,Prince of Lichtenstein,Prince of Lichtenstein,51,Kircher,Athanasius,Jesuit (S.J.),Ceske Krumlov,48.8107,14.3150,1665,0,29,16,,,
408,"Ferdinand Johann, Prince of Lichtenstein, to Kircher, Ceske Krumlov, 11 March 1663",letter,"comets,astronomical observations",Latin,31,Ferdinand Johann,Prince of Lichtenstein,Prince of Lichtenstein,51,Kircher,Athanasius,Jesuit (S.J.),Ceske Krumlov,48.8107,14.3150,1663,0,11,16,,,
410,"Ferdinand Johann, Prince of Lichtenstein, to Kircher, Ceske Krumlov, 29 April 1663",letter,"writing systems,secrets,polygraphy,patronage,cryptography,books",Latin,31,Ferdinand Johann,Prince of Lichtenstein,Prince of Lichtenstein,51,Kircher,Athanasius,Jesuit (S.J.),Ceske Krumlov,48.8107,14.3150,1663,0,29,16,,,
409,"Ferdinand Johann, Prince of Lichtenstein, to Kircher, Ceske Krumlov, 24 September 1662",letter,,German,31,Ferdinand Johann,Prince of Lichtenstein,Prince of Lichtenstein,51,Kircher,Athanasius,Jesuit (S.J.),Ceske Krumlov,48.8107,14.3150,1662,0,24,16,,,
654,"Ferdinand Johann, Prince of Lichtenstein, to Kircher, Ceske Krumlov, 12 January 1656",letter,,Italian,31,Ferdinand Johann,Prince of Lichtenstein,Prince of Lichtenstein,51,Kircher,Athanasius,Jesuit (S.J.),Ceske Krumlov,48.8107,14.3150,1656,0,12,16,,,
655,"Ferdinand Johann, Prince of Lichtenstein, to Kircher, Ceske Krumlov, 21 October 1655",letter,,"Italian,German",31,Ferdinand Johann,Prince of Lichtenstein,Prince of Lichtenstein,51,Kircher,Athanasius,Jesuit (S.J.),Ceske Krumlov,48.8107,14.3150,1655,0,21,16,,,
608,"Ferdinand Johann, Prince of Lichtenstein, to Kircher, Ceske Krumlov, 4 June 1654",letter,,German,31,Ferdinand Johann,Prince of Lichtenstein,Prince of Lichtenstein,51,Kircher,Athanasius,Jesuit (S.J.),Ceske Krumlov,48.8107,14.3150,1654,0,4,16,,,
369,"Ferdinand Johann, Prince of Lichtenstein, to Kircher, Ceske Krumlov, 15 March 1663","letter,accompanying letter","library,collecting,books",Latin,31,Ferdinand Johann,Prince of Lichtenstein,Prince of Lichtenstein,51,Kircher,Athanasius,Jesuit (S.J.),Ceske Krumlov,48.8107,14.3150,1663,0,15,16,,,
679,"Ferdinand Johann, Prince of Lichtenstein, to Kircher, Lichtenstein, 23 October 1641",letter,,German,31,Ferdinand Johann,Prince of Lichtenstein,Prince of Lichtenstein,51,Kircher,Athanasius,Jesuit (S.J.),Lichtenstein,50.7564,12.6317,1641,0,23,16,,,
609,"Ferdinand Johann, Prince of Lichtenstein, to Kircher, Louvain, 11 December 1642",letter,,Italian,31,Ferdinand Johann,Prince of Lichtenstein,Prince of Lichtenstein,51,Kircher,Athanasius,Jesuit (S.J.),Louvain,50.8793,4.7021,1642,0,11,16,,,
610,"Ferdinand Johann, Prince of Lichtenstein, to Kircher, Marburg, 25 April 1645",letter,,German,31,Ferdinand Johann,Prince of Lichtenstein,Prince of Lichtenstein,51,Kircher,Athanasius,Jesuit (S.J.),Marburg,50.8148,8.7692,1645,0,25,16,,,
589,"Ferdinand Johann, Prince of Lichtenstein, to Kircher, Paris, 1 June 1643",letter,,Italian,31,Ferdinand Johann,Prince of Lichtenstein,Prince of Lichtenstein,51,Kircher,Athanasius,Jesuit (S.J.),Paris,48.8567,2.3510,1643,0,1,16,,,
592,"Ferdinand Johann, Prince of Lichtenstein, to Kircher, Prague, 3 April 1651",letter,,Italian,31,Ferdinand Johann,Prince of Lichtenstein,Prince of Lichtenstein,51,Kircher,Athanasius,Jesuit (S.J.),Prague,50.0878,14.4205,1651,0,3,16,,,
1051,"Ferdinand Johann, Prince of Lichtenstein, to Kircher, Vienna, 8 March 1665",letter,,Latin,31,Ferdinand Johann,Prince of Lichtenstein,Prince of Lichtenstein,51,Kircher,Athanasius,Jesuit (S.J.),Vienna,48.2092,16.3728,1665,0,8,16,,,
607,"Ferdinand Johann, Prince of Lichtenstein, to Kircher, Vienna, 25 July 1654",letter,,German,31,Ferdinand Johann,Prince of Lichtenstein,Prince of Lichtenstein,51,Kircher,Athanasius,Jesuit (S.J.),Vienna,48.2092,16.3728,1654,0,25,16,,,
1423,"Ferdinand Johann, Prince of Lichtenstein, to Kircher, Vienna, 10 July 1650",letter,,Italian,31,Ferdinand Johann,Prince of Lichtenstein,Prince of Lichtenstein,51,Kircher,Athanasius,Jesuit (S.J.),Vienna,48.2092,16.3728,1650,0,10,16,,,
338,"Ferdinand Johann, Prince of Lichtenstein to Kircher, Vienna, 14 June 1665","letter,accompanying letter","salutations,books",Latin,31,Ferdinand Johann,Prince of Lichtenstein,Prince of Lichtenstein,51,Kircher,Athanasius,Jesuit (S.J.),Vienna,48.2092,16.3728,1665,0,14,16,,,
1286,"Ferdinand Maria Elector of Bavaria to Kircher, Landshut, 22 October 1671",letter,,Latin,32,Ferdinand Maria,Elector of Bavaria,"Elector of Bavaria,Duke of Bavaria",51,Kircher,Athanasius,Jesuit (S.J.),Landshut,48.5388,12.1518,1671,0,22,16,,,
334,"Ferdinand Maria, Elector of Bavaria, to Kircher, Munich, 19 October 1663",letter,"reading,polygraphy,Polygraphia Nova,gifts,books",Latin,32,Ferdinand Maria,Elector of Bavaria,"Elector of Bavaria,Duke of Bavaria",51,Kircher,Athanasius,Jesuit (S.J.),Munich,48.1391,11.5802,1663,0,19,16,,,
574,"Ferdinand Maria, Elector of Bavaria, to Kircher, Munich, 20 October 1655",letter,,Latin,32,Ferdinand Maria,Elector of Bavaria,"Elector of Bavaria,Duke of Bavaria",51,Kircher,Athanasius,Jesuit (S.J.),Munich,48.1391,11.5802,1655,0,20,16,,,
575,"Ferdinand Maria, Elector of Bavaria, to Kircher, Munich, 1650",letter,,Latin,32,Ferdinand Maria,Elector of Bavaria,"Elector of Bavaria,Duke of Bavaria",51,Kircher,Athanasius,Jesuit (S.J.),Munich,48.1391,11.5802,1650,,,16,,,
2321,"Ferdinando II de' Medici, Grand Duke of Tuscany, to Kircher, Florence, 19 January 1676",letter,,Italian,34,Ferdinando II de' Medici,Grand Duke of Tuscany,Grand Duke of Tuscany,51,Kircher,Athanasius,Jesuit (S.J.),Florence,43.7687,11.2569,1676,0,19,16,,,
2322,"Ferdinando II de' Medici, Grand Duke of Tuscany, to Kircher, Florence, 1 August 1676",letter,,Italian,34,Ferdinando II de' Medici,Grand Duke of Tuscany,Grand Duke of Tuscany,51,Kircher,Athanasius,Jesuit (S.J.),Florence,43.7687,11.2569,1676,0,1,16,,,
349,"Ferdinando II de' Medici, Grand Duke of Tuscany, to Kircher, Florence, 24 July 1666",letter,"Rome,Orti della Minerva,Obelisci aegyptiaci interpretatio,gifts,Egypt and egyptology,books",Italian,34,Ferdinando II de' Medici,Grand Duke of Tuscany,Grand Duke of Tuscany,51,Kircher,Athanasius,Jesuit (S.J.),Florence,43.7687,11.2569,1666,0,24,16,,,
309,"Ferdinando II de' Medici, Grand Duke of Tuscany, to Kircher, Florence, 6 July 1663",letter,"steganography,polygraphy,Polygraphia Nova,patronage,gifts,cryptography,books",Italian,34,Ferdinando II de' Medici,Grand Duke of Tuscany,Grand Duke of Tuscany,51,Kircher,Athanasius,Jesuit (S.J.),Florence,43.7687,11.2569,1663,0,6,16,,,
513,"Ferdinando II de' Medici, Grand Duke of Tuscany, to Kircher, Florence, 1 November 1659",letter,,Italian,34,Ferdinando II de' Medici,Grand Duke of Tuscany,Grand Duke of Tuscany,51,Kircher,Athanasius,Jesuit (S.J.),Florence,43.7687,11.2569,1659,0,1,16,,,
514,"Ferdinando II de' Medici, Grand Duke of Tuscany, to Kircher, Florence, 13 July 1659",letter,,Italian,34,Ferdinando II de' Medici,Grand Duke of Tuscany,Grand Duke of Tuscany,51,Kircher,Athanasius,Jesuit (S.J.),Florence,43.7687,11.2569,1659,0,13,16,,,
515,"Ferdinando II de' Medici, Grand Duke of Tuscany, to Kircher, Florence, 18 November 1659",letter,"writing systems,polygraphy,linguistics",Italian,34,Ferdinando II de' Medici,Grand Duke of Tuscany,Grand Duke of Tuscany,51,Kircher,Athanasius,Jesuit (S.J.),Florence,43.7687,11.2569,1659,0,18,,,,
520,"Ferdinando II de' Medici, Grand Duke of Tuscany, to Kircher, Florence, 15 November 1659",letter,,Italian,34,Ferdinando II de' Medici,Grand Duke of Tuscany,Grand Duke of Tuscany,51,Kircher,Athanasius,Jesuit (S.J.),Florence,43.7687,11.2569,1659,0,15,16,,,
516,"Ferdinando II de' Medici, Grand Duke of Tuscany, to Kircher, Florence, 26 May 1655",letter,,Italian,34,Ferdinando II de' Medici,Grand Duke of Tuscany,Grand Duke of Tuscany,51,Kircher,Athanasius,Jesuit (S.J.),Florence,43.7687,11.2569,1655,0,26,16,,,
521,"Ferdinando II de' Medici, Grand Duke of Tuscany, to Kircher, Florence, 15 June 1655",letter,,Italian,34,Ferdinando II de' Medici,Grand Duke of Tuscany,Grand Duke of Tuscany,51,Kircher,Athanasius,Jesuit (S.J.),Florence,43.7687,11.2569,1655,0,15,16,,,
517,"Ferdinando II de' Medici, Grand Duke of Tuscany, to Kircher, Livorno, 26 March 1641",letter,,Italian,34,Ferdinando II de' Medici,Grand Duke of Tuscany,Grand Duke of Tuscany,51,Kircher,Athanasius,Jesuit (S.J.),Livorno,43.5519,10.3080,1641,0,26,16,,,
294,"Ferdinando II de' Medici, Grand Duke of Tuscany, to Kircher, Livorno, 19 March 1666","notes,letter","travel,China",Italian,34,Ferdinando II de' Medici,Grand Duke of Tuscany,Grand Duke of Tuscany,51,Kircher,Athanasius,Jesuit (S.J.),Livorno,43.5519,10.3080,1666,0,19,16,,,
1253,"Ferdinando II de' Medici, Grand Duke of Tuscany, to Kircher, Pisa, 20 February 1671/2",letter,,Italian,34,Ferdinando II de' Medici,Grand Duke of Tuscany,Grand Duke of Tuscany,51,Kircher,Athanasius,Jesuit (S.J.),Pisa,43.7161,10.3966,1671,0,20,24,,,
518,"Ferdinando II de' Medici, Grand Duke of Tuscany, to Kircher, Pisa, 6 February 1649",letter,,Italian,34,Ferdinando II de' Medici,Grand Duke of Tuscany,Grand Duke of Tuscany,51,Kircher,Athanasius,Jesuit (S.J.),Pisa,43.7161,10.3966,1649,0,6,16,,,
519,"Ferdinando II de' Medici, Grand Duke of Tuscany, to Kircher, Siena, 29 October 1650",letter,,Italian,34,Ferdinando II de' Medici,Grand Duke of Tuscany,Grand Duke of Tuscany,51,Kircher,Athanasius,Jesuit (S.J.),Siena,43.2938,11.4339,1650,0,29,16,,,
2491,"Ferrand (no given name) to Kircher, Aix-en-Provence, 14 March 1634",letter,,Latin,970,Ferrand,Jean,Jesuit (S.J.),51,Kircher,Athanasius,Jesuit (S.J.),Aix-en-Provence,43.5249,5.4541,1634,0,14,16,,,
2501,"Ferrand (no given name) to Kircher, Avignon, 7 February 1635",letter,,Latin,970,Ferrand,Jean,Jesuit (S.J.),51,Kircher,Athanasius,Jesuit (S.J.),Avignon,43.9486,4.8060,1635,0,7,16,,,
2597,"Ferrand (no given name) to Kircher, Avignon, 5 August 1635",letter,,Latin,970,Ferrand,Jean,Jesuit (S.J.),51,Kircher,Athanasius,Jesuit (S.J.),Avignon,43.9486,4.8060,1635,0,5,16,,,
